Date,Site_ID,Grade_Description,Competitor_Price
2019-06-11,10838,Premium Gas,3.0140000000000002
2019-06-11,10838,Unleaded Gas,2.3114999999999997
2019-06-12,10808,Diesel,2.6656666666666666
2019-06-12,10808,Midgrade Gas,2.579
2019-06-12,10808,Premium Gas,2.7889999999999997
2019-06-12,10808,Unleaded Gas,2.289
2019-06-12,10818,Diesel,2.8115
2019-06-12,10818,Midgrade Gas,2.824
2019-06-12,10818,Premium Gas,3.1189999999999998
2019-06-12,10818,Unleaded Gas,2.4910000000000005
2019-06-12,10838,Diesel,2.662333333333333
2019-06-12,10838,Midgrade Gas,2.7715
2019-06-12,10838,Premium Gas,3.0740000000000003
2019-06-12,10838,Unleaded Gas,2.449
2019-06-13,10808,Diesel,2.6656666666666666
2019-06-13,10808,Midgrade Gas,2.579
2019-06-13,10808,Premium Gas,2.7889999999999997
2019-06-13,10808,Unleaded Gas,2.289
2019-06-13,10818,Diesel,2.8556666666666666
2019-06-13,10818,Midgrade Gas,2.799
2019-06-13,10818,Premium Gas,3.1639999999999997
2019-06-13,10818,Unleaded Gas,2.4870000000000005
2019-06-13,10838,Diesel,2.662333333333333
2019-06-13,10838,Midgrade Gas,2.7464999999999997
2019-06-13,10838,Premium Gas,3.049
2019-06-13,10838,Unleaded Gas,2.3715
2019-06-14,10808,Diesel,2.6656666666666666
2019-06-14,10808,Midgrade Gas,2.579
2019-06-14,10808,Premium Gas,2.7889999999999997
2019-06-14,10808,Unleaded Gas,2.289
2019-06-14,10818,Diesel,2.8556666666666666
2019-06-14,10818,Midgrade Gas,2.824
2019-06-14,10818,Premium Gas,3.1639999999999997
2019-06-14,10818,Unleaded Gas,2.431
2019-06-14,10838,Diesel,2.662333333333333
2019-06-14,10838,Midgrade Gas,2.7365
2019-06-14,10838,Premium Gas,3.0340000000000003
2019-06-14,10838,Unleaded Gas,2.389
2019-06-15,10808,Diesel,2.6656666666666666
2019-06-15,10808,Midgrade Gas,2.579
2019-06-15,10808,Premium Gas,2.7889999999999997
2019-06-15,10808,Unleaded Gas,2.279
2019-06-15,10818,Diesel,2.8556666666666666
2019-06-15,10818,Midgrade Gas,2.824
2019-06-15,10818,Premium Gas,3.1639999999999997
2019-06-15,10818,Unleaded Gas,2.431
2019-06-15,10838,Diesel,2.629
2019-06-15,10838,Midgrade Gas,2.7264999999999997
2019-06-15,10838,Premium Gas,3.029
2019-06-15,10838,Unleaded Gas,2.3665000000000003
2019-06-16,10808,Diesel,2.6656666666666666
2019-06-16,10808,Midgrade Gas,2.489
2019-06-16,10808,Premium Gas,2.7889999999999997
2019-06-16,10808,Unleaded Gas,2.279
2019-06-16,10818,Diesel,2.8556666666666666
2019-06-16,10818,Midgrade Gas,2.824
2019-06-16,10818,Premium Gas,3.099
2019-06-16,10818,Unleaded Gas,2.431
2019-06-16,10838,Diesel,2.629
2019-06-16,10838,Midgrade Gas,2.7215
2019-06-16,10838,Premium Gas,3.024
2019-06-16,10838,Unleaded Gas,2.3665000000000003
2019-06-17,10808,Diesel,2.629
2019-06-17,10808,Midgrade Gas,2.489
2019-06-17,10808,Premium Gas,2.739
2019-06-17,10808,Unleaded Gas,2.249
2019-06-17,10818,Diesel,2.8556666666666666
2019-06-17,10818,Midgrade Gas,2.774
2019-06-17,10818,Premium Gas,3.059
2019-06-17,10818,Unleaded Gas,2.431
2019-06-17,10838,Diesel,2.6323333333333334
2019-06-17,10838,Midgrade Gas,2.7365
2019-06-17,10838,Premium Gas,3.044
2019-06-17,10838,Unleaded Gas,2.349
2019-06-18,10808,Diesel,2.629
2019-06-18,10808,Midgrade Gas,2.489
2019-06-18,10808,Premium Gas,2.739
2019-06-18,10808,Unleaded Gas,2.2289999999999996
2019-06-18,10818,Diesel,2.8556666666666666
2019-06-18,10818,Midgrade Gas,2.774
2019-06-18,10818,Premium Gas,3.059
2019-06-18,10818,Unleaded Gas,2.4070000000000005
2019-06-18,10838,Diesel,2.6323333333333334
2019-06-18,10838,Midgrade Gas,2.7215
2019-06-18,10838,Premium Gas,3.019
2019-06-18,10838,Unleaded Gas,2.324
2019-06-19,10808,Diesel,2.629
2019-06-19,10808,Midgrade Gas,2.644
2019-06-19,10808,Premium Gas,2.794
2019-06-19,10808,Unleaded Gas,2.2123333333333335
2019-06-19,10818,Diesel,2.8556666666666666
2019-06-19,10818,Midgrade Gas,2.7365000000000004
2019-06-19,10818,Premium Gas,3.059
2019-06-19,10818,Unleaded Gas,2.3850000000000002
2019-06-19,10838,Diesel,2.5923333333333334
2019-06-19,10838,Midgrade Gas,2.724
2019-06-19,10838,Premium Gas,2.954
2019-06-19,10838,Unleaded Gas,2.319
2019-06-20,10808,Diesel,2.629
2019-06-20,10808,Midgrade Gas,2.644
2019-06-20,10808,Premium Gas,2.794
2019-06-20,10808,Unleaded Gas,2.2456666666666667
2019-06-20,10818,Diesel,2.8556666666666666
2019-06-20,10818,Midgrade Gas,2.7365000000000004
2019-06-20,10818,Premium Gas,3.0189999999999997
2019-06-20,10818,Unleaded Gas,2.3850000000000002
2019-06-20,10838,Diesel,2.5923333333333334
2019-06-20,10838,Midgrade Gas,2.7215
2019-06-20,10838,Premium Gas,3.0164999999999997
2019-06-20,10838,Unleaded Gas,2.3164999999999996
2019-06-21,10808,Diesel,2.629
2019-06-21,10808,Midgrade Gas,2.644
2019-06-21,10808,Premium Gas,2.794
2019-06-21,10808,Unleaded Gas,2.2823333333333333
2019-06-21,10818,Diesel,2.8064999999999998
2019-06-21,10818,Midgrade Gas,2.7090000000000005
2019-06-21,10818,Premium Gas,3.039
2019-06-21,10818,Unleaded Gas,2.3850000000000002
2019-06-21,10838,Diesel,2.5923333333333334
2019-06-21,10838,Midgrade Gas,2.7065
2019-06-21,10838,Premium Gas,3.009
2019-06-21,10838,Unleaded Gas,2.3089999999999997
2019-06-22,10808,Diesel,2.629
2019-06-22,10808,Midgrade Gas,2.644
2019-06-22,10808,Premium Gas,2.849
2019-06-22,10808,Unleaded Gas,2.249
2019-06-22,10818,Diesel,2.8064999999999998
2019-06-22,10818,Midgrade Gas,2.7090000000000005
2019-06-22,10818,Premium Gas,3.039
2019-06-22,10818,Unleaded Gas,2.399
2019-06-22,10838,Diesel,2.579
2019-06-22,10838,Midgrade Gas,2.6915
2019-06-22,10838,Premium Gas,2.994
2019-06-22,10838,Unleaded Gas,2.2889999999999997
2019-06-23,10808,Diesel,2.629
2019-06-23,10808,Midgrade Gas,2.644
2019-06-23,10808,Premium Gas,2.849
2019-06-23,10808,Unleaded Gas,2.249
2019-06-23,10818,Diesel,2.8064999999999998
2019-06-23,10818,Midgrade Gas,2.7090000000000005
2019-06-23,10818,Premium Gas,3.039
2019-06-23,10818,Unleaded Gas,2.399
2019-06-23,10838,Diesel,2.579
2019-06-23,10838,Midgrade Gas,2.6915
2019-06-23,10838,Premium Gas,2.994
2019-06-23,10838,Unleaded Gas,2.2889999999999997
2019-06-24,10808,Diesel,2.629
2019-06-24,10808,Midgrade Gas,2.644
2019-06-24,10808,Premium Gas,2.849
2019-06-24,10808,Unleaded Gas,2.2823333333333333
2019-06-24,10818,Diesel,2.7815000000000003
2019-06-24,10818,Midgrade Gas,2.7090000000000005
2019-06-24,10818,Premium Gas,3.039
2019-06-24,10818,Unleaded Gas,2.4050000000000002
2019-06-24,10838,Diesel,2.6123333333333334
2019-06-24,10838,Midgrade Gas,2.7315
2019-06-24,10838,Premium Gas,2.994
2019-06-24,10838,Unleaded Gas,2.319
2019-06-25,10808,Diesel,2.629
2019-06-25,10808,Midgrade Gas,2.489
2019-06-25,10808,Unleaded Gas,2.2756666666666665
2019-06-25,10818,Diesel,2.7815000000000003
2019-06-25,10818,Midgrade Gas,2.7090000000000005
2019-06-25,10818,Premium Gas,3.024
2019-06-25,10818,Unleaded Gas,2.4050000000000002
2019-06-25,10838,Diesel,2.6123333333333334
2019-06-25,10838,Midgrade Gas,2.8065
2019-06-25,10838,Premium Gas,3.114
2019-06-25,10838,Unleaded Gas,2.444
2019-06-26,10808,Diesel,2.549
2019-06-26,10808,Unleaded Gas,2.2889999999999997
2019-06-26,10818,Diesel,2.8223333333333334
2019-06-26,10818,Midgrade Gas,2.7439999999999998
2019-06-26,10818,Premium Gas,2.949
2019-06-26,10818,Unleaded Gas,2.4130000000000003
2019-06-26,10838,Diesel,2.582333333333333
2019-06-26,10838,Midgrade Gas,2.799
2019-06-26,10838,Premium Gas,3.1064999999999996
2019-06-26,10838,Unleaded Gas,2.4365
2019-06-27,10808,Diesel,2.569
2019-06-27,10808,Unleaded Gas,2.3656666666666664
2019-06-27,10818,Diesel,2.8223333333333334
2019-06-27,10818,Midgrade Gas,2.694
2019-06-27,10818,Premium Gas,2.965666666666666
2019-06-27,10818,Unleaded Gas,2.439
2019-06-27,10838,Diesel,2.582333333333333
2019-06-27,10838,Midgrade Gas,2.799
2019-06-27,10838,Premium Gas,3.0714999999999995
2019-06-27,10838,Unleaded Gas,2.4490000000000003
2019-06-28,10808,Diesel,2.7123333333333335
2019-06-28,10808,Midgrade Gas,2.549
2019-06-28,10808,Premium Gas,2.859
2019-06-28,10808,Unleaded Gas,2.349
2019-06-28,10818,Diesel,2.8223333333333334
2019-06-28,10818,Midgrade Gas,2.719
2019-06-28,10818,Premium Gas,3.071
2019-06-28,10818,Unleaded Gas,2.459
2019-06-28,10838,Diesel,2.582333333333333
2019-06-28,10838,Midgrade Gas,2.7664999999999997
2019-06-28,10838,Premium Gas,3.099
2019-06-28,10838,Unleaded Gas,2.444
2019-06-29,10808,Diesel,2.6456666666666666
2019-06-29,10808,Midgrade Gas,2.549
2019-06-29,10808,Premium Gas,2.859
2019-06-29,10808,Unleaded Gas,2.349
2019-06-29,10818,Diesel,2.8223333333333334
2019-06-29,10818,Midgrade Gas,2.769
2019-06-29,10818,Premium Gas,3.071
2019-06-29,10818,Unleaded Gas,2.459
2019-06-29,10838,Diesel,2.569
2019-06-29,10838,Midgrade Gas,2.7664999999999997
2019-06-29,10838,Premium Gas,3.064
2019-06-29,10838,Unleaded Gas,2.4490000000000003
2019-06-30,10808,Diesel,2.6456666666666666
2019-06-30,10808,Midgrade Gas,2.549
2019-06-30,10808,Premium Gas,2.859
2019-06-30,10808,Unleaded Gas,2.349
2019-06-30,10818,Diesel,2.7815000000000003
2019-06-30,10818,Midgrade Gas,2.7350000000000003
2019-06-30,10818,Premium Gas,3.0909999999999997
2019-06-30,10818,Unleaded Gas,2.459
2019-06-30,10838,Diesel,2.582333333333333
2019-06-30,10838,Midgrade Gas,2.7565
2019-06-30,10838,Premium Gas,3.0539999999999994
2019-06-30,10838,Unleaded Gas,2.434
2019-07-01,10808,Diesel,2.7023333333333333
2019-07-01,10808,Midgrade Gas,2.604
2019-07-01,10808,Premium Gas,2.854
2019-07-01,10808,Unleaded Gas,2.349
2019-07-01,10818,Diesel,2.7815000000000003
2019-07-01,10818,Midgrade Gas,2.757
2019-07-01,10818,Premium Gas,3.0909999999999997
2019-07-01,10818,Unleaded Gas,2.459
2019-07-01,10838,Diesel,2.615666666666667
2019-07-01,10838,Midgrade Gas,2.7565
2019-07-01,10838,Premium Gas,3.0539999999999994
2019-07-01,10838,Unleaded Gas,2.5340000000000003
2019-07-02,10808,Diesel,2.7023333333333333
2019-07-02,10808,Midgrade Gas,2.569
2019-07-02,10808,Premium Gas,2.819
2019-07-02,10808,Unleaded Gas,2.345666666666667
2019-07-02,10818,Diesel,2.7815000000000003
2019-07-02,10818,Midgrade Gas,2.757
2019-07-02,10818,Premium Gas,3.0909999999999997
2019-07-02,10818,Unleaded Gas,2.459
2019-07-02,10838,Diesel,2.615666666666667
2019-07-02,10838,Midgrade Gas,2.8465
2019-07-02,10838,Premium Gas,3.104
2019-07-02,10838,Unleaded Gas,2.584
2019-07-03,10808,Diesel,2.7023333333333333
2019-07-03,10808,Midgrade Gas,2.589
2019-07-03,10808,Premium Gas,2.724
2019-07-03,10808,Unleaded Gas,2.345666666666667
2019-07-03,10818,Diesel,2.7815000000000003
2019-07-03,10818,Midgrade Gas,2.757
2019-07-03,10818,Premium Gas,3.0909999999999997
2019-07-03,10818,Unleaded Gas,2.473
2019-07-03,10838,Diesel,2.602333333333333
2019-07-03,10838,Midgrade Gas,2.8289999999999997
2019-07-03,10838,Premium Gas,3.1639999999999997
2019-07-03,10838,Unleaded Gas,2.5615
2019-07-04,10808,Diesel,2.7023333333333333
2019-07-04,10808,Midgrade Gas,2.489
2019-07-04,10808,Premium Gas,2.789
2019-07-04,10808,Unleaded Gas,2.345666666666667
2019-07-04,10818,Diesel,2.7815000000000003
2019-07-04,10818,Midgrade Gas,2.757
2019-07-04,10818,Premium Gas,2.999
2019-07-04,10818,Unleaded Gas,2.471
2019-07-04,10838,Diesel,2.602333333333333
2019-07-04,10838,Midgrade Gas,2.8265000000000002
2019-07-04,10838,Premium Gas,3.159
2019-07-04,10838,Unleaded Gas,2.559
2019-07-05,10808,Diesel,2.7023333333333333
2019-07-05,10808,Midgrade Gas,2.489
2019-07-05,10808,Premium Gas,2.789
2019-07-05,10808,Unleaded Gas,2.345666666666667
2019-07-05,10818,Diesel,2.7815000000000003
2019-07-05,10818,Midgrade Gas,2.757
2019-07-05,10818,Premium Gas,2.999
2019-07-05,10818,Unleaded Gas,2.471
2019-07-05,10838,Diesel,2.602333333333333
2019-07-05,10838,Midgrade Gas,2.824
2019-07-05,10838,Premium Gas,3.1565000000000003
2019-07-05,10838,Unleaded Gas,2.5415
2019-07-06,10808,Diesel,2.7023333333333333
2019-07-06,10808,Midgrade Gas,2.489
2019-07-06,10808,Premium Gas,2.789
2019-07-06,10808,Unleaded Gas,2.345666666666667
2019-07-06,10818,Diesel,2.8223333333333334
2019-07-06,10818,Midgrade Gas,2.799
2019-07-06,10818,Premium Gas,2.999
2019-07-06,10818,Unleaded Gas,2.471
2019-07-06,10838,Diesel,2.602333333333333
2019-07-06,10838,Midgrade Gas,2.824
2019-07-06,10838,Premium Gas,3.1565000000000003
2019-07-06,10838,Unleaded Gas,2.5415
2019-07-07,10808,Diesel,2.7723333333333335
2019-07-07,10808,Midgrade Gas,2.489
2019-07-07,10808,Premium Gas,2.789
2019-07-07,10808,Unleaded Gas,2.345666666666667
2019-07-07,10818,Diesel,2.8223333333333334
2019-07-07,10818,Midgrade Gas,2.799
2019-07-07,10818,Premium Gas,2.999
2019-07-07,10818,Unleaded Gas,2.4669999999999996
2019-07-07,10838,Diesel,2.602333333333333
2019-07-07,10838,Midgrade Gas,2.824
2019-07-07,10838,Premium Gas,3.1565000000000003
2019-07-07,10838,Unleaded Gas,2.5465
2019-07-08,10808,Diesel,2.779
2019-07-08,10808,Midgrade Gas,2.489
2019-07-08,10808,Premium Gas,2.849
2019-07-08,10808,Unleaded Gas,2.345666666666667
2019-07-08,10818,Diesel,2.8223333333333334
2019-07-08,10818,Midgrade Gas,2.749
2019-07-08,10818,Premium Gas,2.999
2019-07-08,10818,Unleaded Gas,2.4669999999999996
2019-07-08,10838,Diesel,2.615666666666667
2019-07-08,10838,Midgrade Gas,2.8040000000000003
2019-07-08,10838,Premium Gas,3.149
2019-07-08,10838,Unleaded Gas,2.504
2019-07-09,10808,Diesel,2.779
2019-07-09,10808,Unleaded Gas,2.3523333333333336
2019-07-09,10818,Diesel,2.8223333333333334
2019-07-09,10818,Midgrade Gas,2.749
2019-07-09,10818,Premium Gas,3.074
2019-07-09,10818,Unleaded Gas,2.463
2019-07-09,10838,Diesel,2.582333333333333
2019-07-09,10838,Midgrade Gas,2.8064999999999998
2019-07-09,10838,Premium Gas,3.1239999999999997
2019-07-09,10838,Unleaded Gas,2.484
2019-07-10,10808,Diesel,2.779
2019-07-10,10808,Unleaded Gas,2.3523333333333336
2019-07-10,10818,Diesel,2.8223333333333334
2019-07-10,10818,Midgrade Gas,2.6990000000000003
2019-07-10,10818,Premium Gas,3.139
2019-07-10,10818,Unleaded Gas,2.463
2019-07-10,10838,Diesel,2.5656666666666665
2019-07-10,10838,Midgrade Gas,2.8064999999999998
2019-07-10,10838,Premium Gas,3.1390000000000002
2019-07-10,10838,Unleaded Gas,2.4765
2019-07-11,10808,Diesel,2.779
2019-07-11,10808,Unleaded Gas,2.3523333333333336
2019-07-11,10818,Diesel,2.8223333333333334
2019-07-11,10818,Midgrade Gas,2.6990000000000003
2019-07-11,10818,Premium Gas,3.139
2019-07-11,10818,Unleaded Gas,2.473
2019-07-11,10838,Diesel,2.5656666666666665
2019-07-11,10838,Midgrade Gas,2.7915
2019-07-11,10838,Premium Gas,3.1239999999999997
2019-07-11,10838,Unleaded Gas,2.4765
2019-07-12,10808,Diesel,2.779
2019-07-12,10808,Unleaded Gas,2.3923333333333336
2019-07-12,10818,Diesel,2.8223333333333334
2019-07-12,10818,Midgrade Gas,2.719
2019-07-12,10818,Premium Gas,3.139
2019-07-12,10818,Unleaded Gas,2.4810000000000003
2019-07-12,10838,Diesel,2.5923333333333334
2019-07-12,10838,Midgrade Gas,2.8115000000000006
2019-07-12,10838,Premium Gas,3.114
2019-07-12,10838,Unleaded Gas,2.4989999999999997
2019-07-13,10808,Diesel,2.779
2019-07-13,10808,Unleaded Gas,2.3923333333333336
2019-07-13,10818,Diesel,2.8223333333333334
2019-07-13,10818,Midgrade Gas,2.719
2019-07-13,10818,Premium Gas,3.1514999999999995
2019-07-13,10818,Unleaded Gas,2.501
2019-07-13,10838,Diesel,2.5723333333333334
2019-07-13,10838,Midgrade Gas,2.8115000000000006
2019-07-13,10838,Premium Gas,3.114
2019-07-13,10838,Unleaded Gas,2.484
2019-07-14,10808,Diesel,2.699
2019-07-14,10808,Unleaded Gas,2.399
2019-07-14,10818,Diesel,2.8223333333333334
2019-07-14,10818,Midgrade Gas,2.719
2019-07-14,10818,Premium Gas,3.1665
2019-07-14,10818,Unleaded Gas,2.501
2019-07-14,10838,Diesel,2.5723333333333334
2019-07-14,10838,Midgrade Gas,2.8064999999999998
2019-07-14,10838,Premium Gas,3.109
2019-07-14,10838,Unleaded Gas,2.4939999999999998
2019-07-15,10808,Diesel,2.6756666666666664
2019-07-15,10808,Midgrade Gas,2.589
2019-07-15,10808,Premium Gas,2.779
2019-07-15,10808,Unleaded Gas,2.399
2019-07-15,10818,Diesel,2.7765
2019-07-15,10818,Midgrade Gas,2.779
2019-07-15,10818,Premium Gas,3.1665
2019-07-15,10818,Unleaded Gas,2.521
2019-07-15,10838,Diesel,2.622333333333333
2019-07-15,10838,Midgrade Gas,2.8064999999999998
2019-07-15,10838,Premium Gas,3.109
2019-07-15,10838,Unleaded Gas,2.599
2019-07-16,10808,Diesel,2.6756666666666664
2019-07-16,10808,Midgrade Gas,2.589
2019-07-16,10808,Premium Gas,2.779
2019-07-16,10808,Unleaded Gas,2.399
2019-07-16,10818,Diesel,2.7765
2019-07-16,10818,Midgrade Gas,2.779
2019-07-16,10818,Premium Gas,3.135666666666667
2019-07-16,10818,Unleaded Gas,2.521
2019-07-16,10838,Diesel,2.6256666666666666
2019-07-16,10838,Midgrade Gas,2.8665000000000003
2019-07-16,10838,Premium Gas,3.239
2019-07-16,10838,Unleaded Gas,2.694
2019-07-17,10808,Diesel,2.6756666666666664
2019-07-17,10808,Midgrade Gas,2.589
2019-07-17,10808,Premium Gas,2.779
2019-07-17,10808,Unleaded Gas,2.399
2019-07-17,10818,Diesel,2.7765
2019-07-17,10818,Midgrade Gas,2.789
2019-07-17,10818,Premium Gas,3.135666666666667
2019-07-17,10818,Unleaded Gas,2.5170000000000003
2019-07-17,10838,Diesel,2.619
2019-07-17,10838,Midgrade Gas,2.8665000000000003
2019-07-17,10838,Premium Gas,3.239
2019-07-17,10838,Unleaded Gas,2.6915
2019-07-18,10808,Diesel,2.6756666666666664
2019-07-18,10808,Midgrade Gas,2.589
2019-07-18,10808,Premium Gas,2.779
2019-07-18,10808,Unleaded Gas,2.399
2019-07-18,10818,Diesel,2.7765
2019-07-18,10818,Midgrade Gas,2.789
2019-07-18,10818,Premium Gas,3.0765000000000002
2019-07-18,10818,Unleaded Gas,2.5170000000000003
2019-07-18,10838,Diesel,2.619
2019-07-18,10838,Midgrade Gas,2.954
2019-07-18,10838,Premium Gas,3.2314999999999996
2019-07-18,10838,Unleaded Gas,2.654
2019-07-19,10808,Diesel,2.6756666666666664
2019-07-19,10808,Midgrade Gas,2.589
2019-07-19,10808,Premium Gas,2.779
2019-07-19,10808,Unleaded Gas,2.399
2019-07-19,10818,Diesel,2.7765
2019-07-19,10818,Midgrade Gas,2.8089999999999997
2019-07-19,10818,Premium Gas,3.0765000000000002
2019-07-19,10818,Unleaded Gas,2.523
2019-07-19,10838,Diesel,2.622333333333333
2019-07-19,10838,Midgrade Gas,2.9315
2019-07-19,10838,Premium Gas,3.1689999999999996
2019-07-19,10838,Unleaded Gas,2.6614999999999998
2019-07-20,10808,Diesel,2.699
2019-07-20,10808,Midgrade Gas,2.589
2019-07-20,10808,Unleaded Gas,2.399
2019-07-20,10818,Diesel,2.7765
2019-07-20,10818,Midgrade Gas,2.8169999999999997
2019-07-20,10818,Premium Gas,3.1014999999999997
2019-07-20,10818,Unleaded Gas,2.523
2019-07-20,10838,Diesel,2.622333333333333
2019-07-20,10838,Midgrade Gas,2.929
2019-07-20,10838,Premium Gas,3.2065
2019-07-20,10838,Unleaded Gas,2.6165
2019-07-21,10808,Diesel,2.699
2019-07-21,10808,Midgrade Gas,2.589
2019-07-21,10808,Premium Gas,2.779
2019-07-21,10808,Unleaded Gas,2.399
2019-07-21,10818,Diesel,2.7765
2019-07-21,10818,Midgrade Gas,2.8169999999999997
2019-07-21,10818,Premium Gas,3.1014999999999997
2019-07-21,10818,Unleaded Gas,2.523
2019-07-21,10838,Diesel,2.619
2019-07-21,10838,Midgrade Gas,2.9315
2019-07-21,10838,Premium Gas,3.2065
2019-07-21,10838,Unleaded Gas,2.6165
2019-07-22,10808,Diesel,2.6756666666666664
2019-07-22,10808,Midgrade Gas,2.589
2019-07-22,10808,Premium Gas,2.779
2019-07-22,10808,Unleaded Gas,2.399
2019-07-22,10818,Diesel,2.7765
2019-07-22,10818,Midgrade Gas,2.8169999999999997
2019-07-22,10818,Premium Gas,3.0765000000000002
2019-07-22,10818,Unleaded Gas,2.523
2019-07-22,10838,Diesel,2.622333333333333
2019-07-22,10838,Midgrade Gas,2.884
2019-07-22,10838,Premium Gas,3.1514999999999995
2019-07-22,10838,Unleaded Gas,2.5765000000000002
2019-07-23,10808,Diesel,2.6756666666666664
2019-07-23,10808,Midgrade Gas,2.589
2019-07-23,10808,Premium Gas,2.779
2019-07-23,10808,Unleaded Gas,2.365666666666667
2019-07-23,10818,Diesel,2.7765
2019-07-23,10818,Midgrade Gas,2.8169999999999997
2019-07-23,10818,Premium Gas,3.1014999999999997
2019-07-23,10818,Unleaded Gas,2.515
2019-07-23,10838,Diesel,2.622333333333333
2019-07-23,10838,Midgrade Gas,2.8540000000000005
2019-07-23,10838,Premium Gas,3.1515
2019-07-23,10838,Unleaded Gas,2.5065
2019-07-24,10808,Diesel,2.6856666666666666
2019-07-24,10808,Midgrade Gas,2.589
2019-07-24,10808,Premium Gas,2.779
2019-07-24,10808,Unleaded Gas,2.399
2019-07-24,10818,Diesel,2.7765
2019-07-24,10818,Midgrade Gas,2.7965
2019-07-24,10818,Premium Gas,3.1014999999999997
2019-07-24,10818,Unleaded Gas,2.515
2019-07-24,10838,Diesel,2.609
2019-07-24,10838,Midgrade Gas,2.8515
2019-07-24,10838,Premium Gas,3.1565
2019-07-24,10838,Unleaded Gas,2.489
2019-07-25,10808,Diesel,2.6856666666666666
2019-07-25,10808,Midgrade Gas,2.589
2019-07-25,10808,Premium Gas,2.779
2019-07-25,10808,Unleaded Gas,2.365666666666667
2019-07-25,10818,Diesel,2.7765
2019-07-25,10818,Midgrade Gas,2.8169999999999997
2019-07-25,10818,Premium Gas,3.1014999999999997
2019-07-25,10818,Unleaded Gas,2.515
2019-07-25,10838,Diesel,2.5989999999999998
2019-07-25,10838,Midgrade Gas,2.8465000000000003
2019-07-25,10838,Premium Gas,3.154
2019-07-25,10838,Unleaded Gas,2.4640000000000004
2019-07-26,10808,Diesel,2.6856666666666666
2019-07-26,10808,Midgrade Gas,2.599
2019-07-26,10808,Premium Gas,2.849
2019-07-26,10808,Unleaded Gas,2.365666666666667
2019-07-26,10818,Diesel,2.7765
2019-07-26,10818,Midgrade Gas,2.8169999999999997
2019-07-26,10818,Premium Gas,3.1409999999999996
2019-07-26,10818,Unleaded Gas,2.515
2019-07-26,10838,Diesel,2.5989999999999998
2019-07-26,10838,Midgrade Gas,2.834
2019-07-26,10838,Premium Gas,3.1315
2019-07-26,10838,Unleaded Gas,2.444
2019-07-27,10808,Diesel,2.669
2019-07-27,10808,Midgrade Gas,2.599
2019-07-27,10808,Premium Gas,2.849
2019-07-27,10808,Unleaded Gas,2.365666666666667
2019-07-27,10818,Diesel,2.7765
2019-07-27,10818,Midgrade Gas,2.8169999999999997
2019-07-27,10818,Premium Gas,3.1409999999999996
2019-07-27,10818,Unleaded Gas,2.503
2019-07-27,10838,Diesel,2.5989999999999998
2019-07-27,10838,Midgrade Gas,2.8315
2019-07-27,10838,Premium Gas,3.1289999999999996
2019-07-27,10838,Unleaded Gas,2.4915
2019-07-28,10808,Diesel,2.669
2019-07-28,10808,Midgrade Gas,2.599
2019-07-28,10808,Premium Gas,2.849
2019-07-28,10808,Unleaded Gas,2.365666666666667
2019-07-28,10818,Diesel,2.7765
2019-07-28,10818,Midgrade Gas,2.8169999999999997
2019-07-28,10818,Premium Gas,3.132333333333333
2019-07-28,10818,Unleaded Gas,2.503
2019-07-28,10838,Diesel,2.5989999999999998
2019-07-28,10838,Midgrade Gas,2.8165
2019-07-28,10838,Premium Gas,3.114
2019-07-28,10838,Unleaded Gas,2.4764999999999997
2019-07-29,10808,Diesel,2.669
2019-07-29,10808,Midgrade Gas,2.599
2019-07-29,10808,Premium Gas,2.849
2019-07-29,10808,Unleaded Gas,2.365666666666667
2019-07-29,10818,Diesel,2.7765
2019-07-29,10818,Midgrade Gas,2.805
2019-07-29,10818,Premium Gas,3.1114999999999995
2019-07-29,10818,Unleaded Gas,2.4930000000000003
2019-07-29,10838,Diesel,2.5989999999999998
2019-07-29,10838,Midgrade Gas,2.8140000000000005
2019-07-29,10838,Premium Gas,3.114
2019-07-29,10838,Unleaded Gas,2.4065
2019-07-30,10808,Diesel,2.689
2019-07-30,10808,Midgrade Gas,2.609
2019-07-30,10808,Premium Gas,2.919
2019-07-30,10808,Unleaded Gas,2.365666666666667
2019-07-30,10818,Diesel,2.7765
2019-07-30,10818,Midgrade Gas,2.805
2019-07-30,10818,Premium Gas,3.1189999999999998
2019-07-30,10818,Unleaded Gas,2.4930000000000003
2019-07-30,10838,Diesel,2.5989999999999998
2019-07-30,10838,Midgrade Gas,2.8165
2019-07-30,10838,Premium Gas,3.0889999999999995
2019-07-30,10838,Unleaded Gas,2.394
2019-07-31,10808,Diesel,2.689
2019-07-31,10808,Unleaded Gas,2.365666666666667
2019-07-31,10818,Diesel,2.7765
2019-07-31,10818,Midgrade Gas,2.795
2019-07-31,10818,Premium Gas,3.1189999999999998
2019-07-31,10818,Unleaded Gas,2.489
2019-07-31,10838,Diesel,2.5989999999999998
2019-07-31,10838,Midgrade Gas,2.8265000000000002
2019-07-31,10838,Premium Gas,3.0839999999999996
2019-07-31,10838,Unleaded Gas,2.3815
2019-08-01,10808,Diesel,2.579
2019-08-01,10808,Unleaded Gas,2.365666666666667
2019-08-01,10818,Diesel,2.7765
2019-08-01,10818,Midgrade Gas,2.795
2019-08-01,10818,Premium Gas,3.1189999999999998
2019-08-01,10818,Unleaded Gas,2.489
2019-08-01,10838,Diesel,2.5989999999999998
2019-08-01,10838,Midgrade Gas,2.8040000000000003
